CODE_UIC;LIBELLE;long;lat
0087276105;Saint-Ouen-l'Aumône;2.10651;49.04527
0087276055;Ermont - Eaubonne;2.2712294;48.9803322
0087271593;Crépy-en-Valois;2.8864694;49.2312350
0087271577;Nanteuil-le-Haudouin;2.79459;49.14275
0087271445;Sevran Beaudottes;2.52474;48.94743
0087271247;Saint-Ouen;2.32257;48.90531
0087271171;La Barre Ormesson;2.31688;48.96633
0087271122;Épinay - Villetaneuse;2.32865;48.95838
0087271031;Paris Gare du Nord Surface Banlieue;2.355151;48.880185
0087215079;Réding;7.095885;48.7429595
0087214783;Saales;7.1103726;48.3471556
0087214734;Fouday;7.1874246;48.4248874
0087214577;Molsheim;7.50044;48.53705
0087214551;Dachstein;7.5330038;48.5428546
0087214544;Duttlenheim;7.5661529;48.5453531
0087214320;Rosheim;7.49093;48.50525
0087214270;Goxwiller;7.4787296;48.4327551
0087214254;Gertwiller;7.4663166;48.4133621
0087214148;Erstein;7.6387869;48.4229857
0087214114;Kogenheim;7.5353085;48.3389532
0087213611;Bischwiller;7.8516536;48.765753
0087213447;Hoffen;7.933587;48.9312475
0087212308;Bischheim;7.7422165;48.6118352
0087212241;Graffenstaden;7.6897861;48.5324375
0087212175;Wilwisheim;7.5077599;48.745831
0087212100;Mundolsheim;7.721389;48.6447732
0087193813;Lemberg;7.37962;49.00075
0087193714;Sarralbe;7.0367713;49.0009161
0087193383;Herny;6.4769285;49.0036084
0087193318;Saint-Avold;6.7206141;49.085873
0087192732;Valleroy - Moineville;5.9360165;49.2056957
0087192435;Onville;5.97909;49.01367
0087192401;Ars-sur-Moselle;6.0776461;49.0744745
0087192229;Sanry-sur-Nied;6.3399775;49.0445991
0087191700;Jœuf;6.0177021;49.2250083
0087191684;Auboué;5.9714608;49.216163
0087191379;Ébersviller;6.4111622;49.2747715
0087191346;Kédange;6.3324034;49.3056643
0087191320;Distroff;6.2603013;49.3352322
0087185249;Lure;6.4925787;47.683269
0087184556;Colombier-Fontaine;6.6890071;47.4554849
0087182840;Bantzenheim;7.5038675;47.8109675
0087182717;Raedersheim;7.2840467;47.8869059
0087182568;Thann;7.1069795;47.8088208
0087182543;Luttenbach-près-Munster;7.1186307;48.0352559
0087182394;Munster;7.1341728;48.0383438
0087182360;Walbach;7.2334758;48.0580062
0087182352;Turckheim;7.279466;48.0856288
0087182204;Illfurth;7.2685712;47.6764322
0087182139;Saint-Louis;7.5559882;47.5906094
0087182063;Mulhouse;7.342396;47.742224
0087181131;Graffenwald;7.2247908;47.7808232
0087181016;Saint-Louis La Chaussée;7.5312095;47.6094781
0087175828;Pagny-sur-Meuse;5.7336468;48.6965426
0087175711;Les Islettes;5.00184;49.10635
0087175117;Chevillon;5.1117843;48.5245505
0087174870;Sainte-Menehould;4.9037635;49.0899635
0087174003;Châlons-en-Champagne;4.348656;48.955252
0087172858;Anchamps;4.6702434;49.9307448
0087172544;Liart;4.3355138;49.7700597
0087172270;Rethel;4.369566;49.504393
0087172221;Vrigne-Meuse;4.8438063;49.7010822
0087172130;Givet;4.81798595;50.14025067
0087172114;Vireux-Molhain;4.7233909;50.0827968
0087172106;Haybes;4.7045378;50.0116888
0087172056;Monthermé;4.740530;49.865621
0087172007;Charleville-Mézières;4.724952;49.767915
0087171645;Sept-Saulx;4.2569742;49.1511332
0087171595;Rilly-la-Montagne;4.0408608;49.1664524
0087171579;Avenay-Val-d'Or;4.043689;49.0647826
0087171553;Épernay;3.959798;49.046289
0087171298;Muizon;3.8915287;49.2781012
0087171272;Reims Maison Blanche;4.0224927;49.2336853
0087144642;Étival-Clairefontaine;6.8769607;48.3671987
0087144410;Arches;6.5283085;48.1198133
0087144303;Lamarche;5.7604385;48.0901299
0087144295;Martigny-les-Bains;5.8255764;48.1086889
0087144279;Vittel;5.9418718;48.2024882
0087144188;Biffontaine;6.8071811;48.2059398
0087144162;Laveline-devant-Bruyères;6.7512466;48.185596
0087144121;Xertigny;6.3767687;48.0530255
0087144055;Charmes;6.301537;48.378483
0087144006;Épinal;6.441787;48.178005
0087142265;Gudmont;5.1408271;48.3382279
0087142125;Culmont - Chalindrey;5.4432217;47.8100902
0087142091;Langres;5.3444064;47.8769474
0087141796;Marbache;6.1091755;48.8010405
0087141606;Vézelise;6.1006508;48.4805518
0087141499;Messein;6.1378364;48.6128788
0087141481;Ludres;6.1709118;48.6219545
0087141408;Azerailles;6.695778;48.4913355
0087141382;Chenevières;6.6325613;48.5195062
0087141077;Frouard;6.14411;48.75545
0087141069;Liverdun;6.0617374;48.7493158
0087141051;Fontenoy-sur-Moselle;5.9803654;48.711721
0087118257;Vendeuvre-sur-Barse;4.4672135;48.2400686
0087116673;La Ferté-Milon;3.1207223;49.1797269
0087116665;Mareuil-sur-Ourcq;3.075653;49.1355418
0087116566;Nogent-l'Artaud - Charly;3.3220981;48.968872
0087116400;Montry - Condé;2.8262345;48.8908268
0087116319;Lagny - Thorigny;2.70404228;48.88218325
0087116301;Coulommiers;3.082250;48.808006
0087116095;Nangis;3.012619;48.561336
0087116046;Émerainville - Pontault-Combault;2.618004;48.806034
0087116038;Roissy-en-Brie;2.650165;48.795481
0087113894;Freinville Sevran;2.519019;48.926637
0087113878;Allée de la Tour Rendez-Vous;2.506475;48.897109
0087113704;Rosny-sous-Bois;2.48559;48.87099
0087113522;Le Chénay Gagny;2.552692;48.877129
0087113217;Noisy-le-Sec;2.459306;48.896288
0087111849;Marne-la-Vallée Chessy;2.782720;48.869856
0087111278;Porte de Clichy;2.31462;48.89399
0087590372;Châteaubriant Tram Train;-1.37135;47.71713
0087672741;Lurbe-Saint-Christau;-0.60408;43.12099
0087700153;Joncherey;6.99880;47.52620
0087701532;Trélazé;-0.46960;47.45272
0087697342;Dugny - La Courneuve T11;2.41150;48.94390
0087703975;Nîmes Pont du Gard;4.50768;43.81681
0087784868;Osséja;1.9771166;42.4199665
0087784850;Sainte-Léocadie;2.0104348;42.4411844
0087784843;Err;2.0290375;42.442777
0087784777;Sauto;2.1600389;42.5063705
0087784769;Fontpédrouse;2.1886585;42.5138062
0087784710;Joncet;2.3111464;42.5615245
0087784702;Serdinya;2.3230869;42.567023
0087784660;Ria-Sirach;2.3907488;42.6034078
0087784629;Marquixanes;2.4858388;42.6428224
0087784611;Vinça;2.5276163;42.6481368
0087784298;Banyuls-sur-Mer;3.1250496;42.4829582
0087784207;Elne;2.9635851;42.5971138
0087784157;Salses-le-Château;2.9174466;42.8356091
0087783761;Laissac;2.8222251;44.3750307
0087783605;Mende;3.5019875;44.522322
0087783431;Saint-Rome-de-Cernon;2.9673744;44.013981
0087783340;Campagnac - Saint-Geniez;3.0664008;44.4219559
0087783001;Millau;3.074570;44.102344
0087781575;Lunas;3.1948986;43.7095814
0087781104;Narbonne;3.005910;43.190387
0087775288;Alès;4.084948;44.127825
0087775247;La Levade;4.0102736;44.228602
0087773457;Baillargues;4.0071585;43.6533234
0087773200;Sète;3.696560;43.412485
0087765826;Entraigues-sur-la-Sorgue;4.9226971;44.0054278
0087765107;Orange;4.819594;44.137304
0087764472;Le Teil;4.685992;44.5525285
0087764357;Bollène La Croisière;4.707908;44.271525
0087764290;Donzère;4.7046262;44.4433646
0087763722;Serres;5.7184201;44.4246573
0087763029;Valence TGV Rhône-Alpes Sud;4.978703;44.991545
0087761841;Die;5.3632053;44.7582549
0087761817;Saillans;5.1940397;44.6944365
0087761247;Livron-sur-Drôme;4.8305412;44.7796035
0087761163;Tain-l'Hermitage - Tournon;4.839967;45.072183
0087761007;Valence;4.893273;44.928049
0087759290;Picon Busserine;5.3927456;43.3309989
0087757641;Golfe Juan Vallauris;7.073578;43.566501
0087756791;Peille;7.3800257;43.7920239
0087756783;Peillon Sainte-Thècle;7.366807;43.767846
0087756387;Èze;7.3568031;43.7221842
0087756056;Nice;7.261904;43.704556
0087755447;Les Arcs - Draguignan;6.482498;43.455524
0087755306;La Garde;6.0100767;43.1187044
0087753566;Carry-le-Rouet;5.153594;43.336592
0087753541;La Couronne Carro;5.0517077;43.3398078
0087753509;Martigues;5.0257804;43.3929209
0087753285;Pas des Lanciers;5.253822;43.409655
0087753251;Rognac;5.230666;43.486600
0087753228;Berre;5.1789508;43.5008861
0087751826;Saint-Antoine;5.3578102;43.3695993
0087751800;Septèmes-les-Vallons;5.3701756;43.4031137
0087751743;La Penne-sur-Huveaune;5.5155698;43.2846765
0087751636;Séon Saint-Henri;5.3399592;43.3624191
0087751529;L'Ariane La Trinité;7.3025298;43.7343716
0087751081;Marseille Blancarde;5.406559;43.29614391
0087747667;Lus-la-Croix-Haute;5.6973678;44.6709898
0087747592;Monestier-de-Clermont;5.6339702;44.911996
0087747568;Saint-Georges-de-Commiers;5.7017874;45.0437667
0087747477;Goncelin;5.974136;45.341941
0087747337;Voreppe;5.632119;45.290417
0087747246;Rives;5.491893;45.357535
0087746735;Viaduc Sainte-Marie;6.7850134;45.897096
0087746370;Cluses;6.582663;46.061447
0087745828;Seyssel - Corbonod;5.8315162;45.9630307
0087745497;Annemasse;6.236520;46.199222
0087745430;Saint-Julien-en-Genevois;6.0855358;46.142044
0087743716;Ambérieu-en-Bugey;5.342388;45.954008
0087743591;Molinges;5.7682135;46.3570706
0087743302;Ceyzériat;5.3258417;46.1834877
0087742361;Saint-Michel - Valloire;6.4719135;45.216916
0087742007;Modane;6.658161;45.193365
0087741140;Viviers-du-Lac;5.9033389;45.648502
0087741074;Culoz;5.778784;45.843264
0087741009;Chambéry - Challes-les-Eaux;5.919547;45.571302
0087734871;Massiac - Blesle;3.1965518;45.2537695
0087734749;Retournac;4.0361169;45.2013468
0087734731;Chamalières-sur-Loire;3.9909202;45.2047385
0087734715;Saint-Vincent le Château;3.9186273;45.1488794
0087734475;Thiers;3.5431798;45.8610502
0087734459;Pont de Dore;3.4903254;45.8427833
0087734350;Langogne;3.8573047;44.732776
0087734293;Paulhaguet;3.5004445;45.2101978
0087734228;Le Breuil-sur-Couze;3.2621478;45.4670838
0087734202;Issoire;3.253980;45.543884
0087734053;Riom - Châtel-Guyon;3.120498;45.889965
0087732404;Gannat;3.2047514;46.0975964
0087732206;Saint-Germain-des-Fossés;3.430614;46.209185
0087732008;Vichy;3.430448;46.126979
0087731885;Alleyras;3.673517;44.919217
0087726786;Pont de Lignon;4.1372431;45.2597792
0087726737;Fraisses - Unieux;4.2610375;45.3948228
0087726711;Le Chambon-Feugerolles;4.3223823;45.3947427
0087726471;Boën-sur-Lignon;4.0051544;45.7413612
0087726448;Montbrison;4.078282;45.604454
0087726422;Sury-le-Comtal;4.1824904;45.5291194
0087725671;Senozan;4.8710626;46.3921451
0087725663;Fleurville - Pont-de-Vaux;4.8840722;46.4509279
0087723791;Servas - Lent;5.1681312;46.1306663
0087723726;Mionnay;4.919752;45.8966784
0087723585;Meximieux - Pérouges;5.193534;45.901615
0087723528;Miribel;4.953940;45.822088
0087723478;La Tour-du-Pin;5.450092;45.560277
0087723429;Bourgoin-Jallieu;5.273401;45.583954
0087722652;Saint-Clair - Les Roches;4.769707;45.450392
0087722231;Pierre-Bénite;4.8245059;45.7066772
0087722207;Oullins;4.8135793;45.7166261
0087721860;Lamure-sur-Azergues;4.4921137;46.0610834
0087721704;Les Flachères;4.7541523;45.7774345
0087721605;Sain-Bel;4.6012445;45.811097
0087721522;Le Méridien La Ferrière;4.7484432;45.7684995
0087721514;Tassin;4.75857;45.76151
0087721464;Pontcharra - Saint-Forgeux;4.4927781;45.8714911
0087721357;Belleville sur Sâone;4.729028;46.111917
0087721332;Villefranche-sur-Saône;4.72077;45.98450
0087718320;Saint-Vit;5.809057;47.183507
0087718270;Cousance;5.3868216;46.5353569
0087718239;Lons-le-Saunier;5.551108;46.668580
0087718213;Domblans - Voiteur;5.5977462;46.7627809
0087718197;Saint-Lothain;5.6439849;46.8231806
0087718114;Torpes - Boussières;5.8887804;47.1637546
0087715391;La Chaumusse - Fort-du-Plasne;5.9613342;46.6048753
0087715102;Andelot-en-Montagne;5.923584;46.8594671
0087715003;Pontarlier;6.353524;46.900944
0087713859;Is-sur-Tille;5.129481;47.520454
0087713677;Seurre;5.1513121;46.9964114
0087713586;Fontaines - Mercurey;4.7750693;46.8512109
0087713511;Vougeot - Gilly-lès-Cîteaux;4.9715685;47.1755556
0087712331;Velars-sur-Ouche;4.9274603;47.3265197
0087712323;Lantenay;4.860963;47.3351085
0087710731;École-Valentin;5.9944745;47.2749834
0087696633;Flez-Cuzy - Tannay;3.6149926;47.3630583
0087696492;Cercy-la-Tour;3.6452029;46.8578816
0087696427;Dompierre Sept Fons;3.6749309;46.5263166
0087696310;Villeneuve-sur-Allier;3.2469557;46.6592073
0087696294;Saint-Pierre-le-Moûtier;3.1117427;46.7932373
0087696146;Cosne-Cours-sur-Loire;2.931981;47.413996
0087696005;Nevers;3.150743;46.987282
0087694653;Génelard;4.2379965;46.5812177
0087694174;Saint-Symphorien-de-Marmagne;4.3377542;46.8442215
0087684241;Ferrières - Fontenay;2.7726332;48.0964767
0087684126;Nemours - Saint-Pierre;2.685754;48.267884
0087684100;Montigny-sur-Loing;2.738561;48.336610
0087684001;Montargis;2.742783;48.006862
0087682435;Héricy;2.7605339;48.4424848
0087682427;Fontaine-le-Port;2.7514043;48.4871358
0087682179;Le Mée-sur-Seine;2.624116;48.540086
0087682153;Lieusaint - Moissy;2.568935;48.628305
0087682146;Combs-la-Ville - Quincy;2.547798;48.667179
0087682138;Boussy-Saint-Antoine;2.532726;48.680893
0087681809;Villeneuve Triage;2.438192;48.745198
0087681510;Buno - Gironville;2.3871153;48.370847
0087681478;Boutigny-sur-Essonne;2.376360;48.434950
0087681387;Évry-Courcouronnes;2.428581;48.625507
0087681353;Grand Bourg;2.435939;48.648004
0087681312;Viry-Châtillon;2.386391;48.676182
0087681304;Vigneux-sur-Seine;2.41446;48.70816
0087677005;Hendaye;-1.781724;43.353132
0087673723;Saint-Jean-Pied-de-Port;-1.2380129;43.1679394
0087673657;Cambo-les-Bains;-1.3966849;43.3656242
0087673640;Halsou - Larressore;-1.4279003;43.3781301
0087673632;Jatxou;-1.4446266;43.390897
0087673624;Ustaritz Jatxou;-1.4489654;43.4048083
0087673400;Biarritz;-1.545915;43.459397
0087673277;Saint-Vincent-de-Tyrosse;-1.306493;43.657736
0087673103;Morcenx;-0.908640;44.033565
0087672279;Puyoô;-0.9108149;43.5245425
0087672139;Coarraze - Nay;-0.2416429;43.1818351
0087645507;Neussargues;2.9791866;45.1253044
0087641415;Commentry;2.739949;46.295102
0087641373;Les Trillers;2.6001018;46.4147461
0087641365;Magnette;2.6028771;46.4641418
0087641290;La Miouze - Rochefort;2.8276968;45.7636525
0087641050;Louroux-de-Bouble;2.9849368;46.2241289
0087618710;Saléchan - Siradan;0.6312526;42.9633091
0087615526;Labruguière;2.2594728;43.5425692
0087615476;Lavaur;1.813146;43.703479
0087615468;Castres;2.231223;43.599131
0087615369;Montastruc-la-Conseillère;1.597900;43.715985
0087615286;Carcassonne;2.351824;43.218029
0087615252;Gaillac;1.894855;43.905969
0087615039;Castelnaudary;1.950390;43.312292
0087613893;Villefranche-de-Rouergue;2.0364594;44.347498
0087613802;Cordes - Vindrac;1.900229;44.067189
0087613489;Lexos;1.8851014;44.1423958
0087613059;Gramat;1.7223028;44.7734284
0087612010;Montaudran;1.4804356;43.5734591
0087611962;Fenouillet - Saint-Alban;1.4018103;43.6840517
0087611954;Route de Launaguet;1.439154;43.6354791
0087611863;Valence d'Agen;0.8915743;44.1117317
0087611749;Auch;0.596661;43.647488
0087611483;Latour-de-Carol - Enveitg;1.9045027;42.4590464
0087611467;Colomiers;1.334221;43.603734
0087611434;Lacourtensourt;1.4138687;43.6638838
0087611376;Cintegabelle;1.5204268;43.3054202
0087611178;Loures - Barbazan;0.6104494;43.021075
0087611129;Labarthe-Inard;0.8519176;43.1049687
0087597740;Lavaufranche;2.2700972;46.3212869
0087597674;Montaigut-le-Blanc;1.7339815;46.1367425
0087597633;Vieilleville;1.6736439;46.0910959
0087597153;Éguzon-Chantôme;1.5521707;46.4397694
0087597070;Neuvy-Pailloux;1.8642473;46.883564
0087597054;Sainte-Lizaigne;2.0298004;47.002251
0087597005;Châteauroux;1.699536;46.809737
0087595751;Le Buisson-de-Cadouin;0.9081756;44.84723
0087595595;La Bachellerie;1.1601301;45.1511154
0087595157;Agonac;0.7486706;45.2865966
0087595132;Négrondes;0.8611999;45.3460288
0087594747;Bétaille;1.7344108;44.9424281
0087594614;Le Burg;1.4298135;45.2157957
0087594572;Saint-Denis-lès-Martel;1.6663378;44.9459316
0087594481;Cornil;1.6978482;45.2151758
0087594424;Larche;1.416143;45.1321707
0087594416;La Rivière de Mansac;1.3655086;45.139681
0087594408;Terrasson-Lavilledieu;1.3004219;45.1357901
0087594333;Souillac;1.466605;44.902127
0087594218;Vigeois;1.5149455;45.3829467
0087594168;Égletons;2.0651243;45.4023816
0087594135;Montaignac-Saint-Hippolyte;1.9797531;45.3546898
0087592881;Exideuil;0.6666933;45.8863256
0087592733;Lafarge;1.130859;45.6338338
0087592683;Saint-Victurnien;1.0095737;45.8765887
0087592667;Aixe-sur-Vienne;1.1456892;45.7965002
0087592493;Saint-Sébastien;1.5466809;46.3859938
0087592485;Bellac;1.0461168;46.1252044
0087592451;Vaulry;1.1091331;46.0247131
0087592444;Nantiat;1.1563734;46.0056192
0087592428;Peyrilhac - Saint-Jouvent;1.1699844;45.9596182
0087592337;La Jonchère-Saint-Maurice;1.4803853;45.9944577
0087592311;Ambazac;1.406501;45.9529056
0087592162;Bugeat;1.9248147;45.6005968
0087592048;Les Bardys;1.377389;45.9046873
0087586404;Pont-du-Casse;0.6758568;44.2328145
0087584516;Coutras;-0.13169;45.036610
0087584441;Lalinde;0.7427811;44.8396152
0087584425;Couze;0.7036282;44.836574
0087584201;Saint-Antoine-de-Breuilh;0.15196;44.8466877
0087584052;Libourne;-0.236344;44.915888
0087583674;Montmoreau;0.1380013;45.3982987
0087583203;Ruelle-sur-Touvre;0.2213325;45.6764185
0087582882;Lamothe-Landerron;0.0451406;44.5628433
0087582742;Cérons;-0.340526;44.632346
0087582551;Labouheyre;-0.9209296;44.2106292
0087582445;Marcheprime;-0.85381;44.690543
0087581835;Villenave-d'Ornon;-0.5472574;44.7683428
0087581801;Bègles;-0.5552495;44.7995389
0087581751;Pessac;-0.63185;44.80461
0087581736;Bruges;-0.609445;44.8870124
0087581397;Pointe de Grave;-1.0658575;45.567067
0087581181;Ludon-Médoc;-0.6118009;44.9744015
0087576884;Villefranche-sur-Cher;1.768094;47.2948034
0087576439;Avord;2.6523757;47.0349061
0087576355;La Gauterie;1.4915354;47.1398181
0087576280;Lunery;2.275014;46.9351795
0087576272;Saint-Florent-sur-Cher;2.2525668;46.9921865
0087576173;Faubourg d'Orléans;1.7403794;47.3669948
0087576140;Selles-Saint-Denis;1.9222038;47.3883857
0087576025;Romorantin-Lanthenay;1.7390137;47.3554468
0087575365;Saint-Saviol;0.2179;46.1470046
0087575191;Dissay;0.4210161;46.703544
0087575183;La Tricherie;0.4412021;46.7288206
0087575050;Sainte-Maure - Noyant;0.5769439;47.1112361
0087575001;Poitiers;0.333241;46.582275
0087574848;Chissay-en-Touraine;1.1333044;47.3349004
0087574681;Monnaie;0.7932851;47.4987491
0087574509;Cloyes-sur-le-Loir;1.2433542;47.9921032
0087574475;Bléré - La Croix;0.9877583;47.3377228
0087574442;Azay-sur-Cher;0.8599885;47.3652695
0087574368;Noizay;0.8959456;47.4096869
0087574251;La Chaussée-Saint-Victor;1.3537834;47.6127952
0087574137;Meung-sur-Loire;1.691928;47.829926
0087574004;Blois - Chambord;1.323823;47.585445
0087571653;Rivarennes;0.3618999;47.2677425
0087571554;Saint-Paterne-Racan;0.4783289;47.6042003
0087571455;Reignac-sur-Indre;0.9013322;47.2178494
0087571273;Montlouis-sur-Loire;0.8173987;47.3915307
0087565143;Halte de Fontanil – Lycée de Drap;7.3388541;43.7641521
0087559070;Nevers Le Banlay;3.1636746;47.0068974
0087547026;Paris Austerlitz RER;2.364891;48.842285
0087546226;Les Saules;2.4173660;48.7454924
0087545707;Voves;1.6222874;48.2750095
0087545525;Dourdan;2.009643;48.533466
0087545509;Saint-Chéron;2.125597;48.551188
0087545475;Égly;2.222138;48.582364
0087545350;Saint-Martin d'Étampes;2.145401;48.427470
0087545301;Ivry-sur-Seine;2.390990;48.814371
0087545228;Épinay-sur-Orge;2.33182;48.66952
0087545202;Saint-Michel-sur-Orge;2.306632;48.635479
0087545186;Marolles-en-Hurepoix;2.290327;48.565345
0087543199;Theillay;2.0443867;47.3139904
0087543082;Boisseaux;1.9727681;48.2566238
0087543058;Artenay;1.8833705;48.0808761
0087497461;Gallieni Cancéropôle;1.4195801;43.5730877
0087491811;Saujon;-0.9300187;45.6665019
0087491506;Châteauneuf-sur-Charente;-0.0502;45.599836
0087491472;Jarnac;-0.1777613;45.6711292
0087491324;Saint-Hilaire - Brizambourg;-0.5347155;45.85007
0087491241;Saint-André-de-Cubzac;-0.440479;44.991255
0087491209;Saint-Mariens - Saint-Yzan;-0.3917824;45.139072
0087491191;Bussac-Forêt;-0.3682457;45.211928
0087491183;Montendre;-0.3961726;45.2805457
0087491001;Saintes;-0.61790;45.74874
0087487884;La Ménitré;-0.275818;47.397422
0087487637;Montreuil-Bellay;-0.1482834;47.1254181
0087487314;Pouzauges;-0.8146784;46.7523536
0087486423;La Mothe-Achard;-1.6596359;46.6068648
0087486019;La Roche-sur-Yon;-1.435621;46.672120
0087485490;Saint-Maixent-L'École;-0.201073;46.406607
0087485334;Marigny;-0.428404;46.1990832
0087485227;Surgères;-0.762284;46.113238
0087485003;La Rochelle;-1.145305;46.15269
0087484360;Ingrandes-Le Fresne-sur-Loire;-0.9210198;47.4056382
0087484303;Cholet;-0.869583;47.065698
0087484147;Tiercé;-0.469347;47.617532
0087484048;Angers Maître École;-0.531894;47.4670899
0087481812;Saint-Étienne-de-Montluc;-1.7857107;47.2747167
0087481770;Batz-sur-Mer;-2.4789866;47.2809541
0087481721;Donges;-2.0719096;47.3086552
0087481713;Montoir-de-Bretagne;-2.1616777;47.3210164
0087481689;La Croix de Méan;-2.1932575;47.300426
0087481648;Châteaubriant;-1.3715152;47.7175212
0087481614;Abbaretz;-1.5244159;47.5546432
0087481267;La Bernerie-en-Retz;-2.0341408;47.0832616
0087481200;Bouaye;-1.6810992;47.1380806
0087481192;Ancenis;-1.177763;47.369334
0087478511;Louverné;-0.7144109;48.1088564
0087478263;Pontorson - Mont-Saint-Michel;-1.5049307;48.5527286
0087478156;La Hisse;-2.0036608;48.4961248
0087478131;Miniac-Morvan;-1.914787;48.5315134
0087478107;Saint-Malo;-2.004158;48.646859
0087478040;Dingé;-1.6859729;48.3507382
0087478032;Montreuil-sur-Ille;-1.674155;48.307292
0087476762;Saint-Gildas-des-Bois;-2.0438923;47.516614
0087476606;Vannes;-2.752450;47.665169
0087476416;Plouharnel - Carnac;-3.1184482;47.6042943
0087476317;Quimperlé;-3.552693;47.869375
0087476267;Les Sables Blancs;-3.1324467;47.5755984
0087476259;Hennebont;-3.2857467;47.7990019
0087476002;Lorient Bretagne Sud;-3.366221;47.755597
0087474262;La Roche-Maurice;-4.2050964;48.4740885
0087473801;Gourland;-3.1668191;48.5609981
0087473264;Landébia;-2.3313716;48.5074212
0087473124;La Méaugon;-2.8439358;48.4996127
0087473116;Yffiniac;-2.6524629;48.4702462
0087473074;Broons;-2.2356578;48.3332957
0087471532;Servon-sur-Vilaine;-1.4667757;48.112224
0087471524;Châteaubourg;-1.405159;48.106361
0087471508;Vitré;-1.211754;48.122671
0087471391;Pontchaillou;-1.69107;48.11918
0087471367;Martigné-Ferchaud;-1.3137943;47.8321302
0087471342;Le Theil-de-Bretagne;-1.4319925;47.918742
0087471326;Corps-Nuds;-1.5754724;47.9851669
0087471227;Massérac;-1.9144441;47.6745316
0087471201;Fougeray - Langon;-1.8510921;47.7297956
0087471169;Saint-Senoux - Pléchâtel;-1.7661904;47.8977519
0087471094;La Brohinière;-2.110452;48.2134717
0087471086;Montauban-de-Bretagne;-2.052675;48.190241
0087471003;Rennes;-1.672744;48.103517
0087444547;Écouché;-0.1209574;48.7151009
0087444380;Blonville-sur-Mer - Benerville;0.0356856;49.3313919
0087444315;Serquigny;0.7189895;49.1074117
0087437806;Aytré Plage;-1.1280462;46.1273815
0087415364;Brionne;0.7115304;49.1964187
0087415349;Glos - Montfort;0.6828396;49.2715983
0087415166;Saint-Victor-l'Abbaye;1.1097122;49.6770346
0087415158;Auffay;1.098441;49.716044
0087413724;Montivilliers;0.189426;49.5429758
0087413716;Jacques Monod la Demi-Lieue;0.1861468;49.5269596
0087413344;Bréauté - Beuzeville;0.417489;49.603396
0087413328;Étainhus - Saint-Romain;0.3310234;49.5612151
0087411470;Serqueux;1.5395267;49.6315093
0087411280;Motteville;0.8497988;49.6365717
0087411249;Maromme;1.050485;49.479935
0087411223;Sotteville-lès-Rouen;1.102362;49.4129479
0087411181;Tourville-la-Rivière;1.098964;49.3248177
0087400986;Magneux - Courlandon;3.7331444;49.3100006
0087396598;Vaas;0.3165096;47.6707702
0087396549;Arnage;0.1898826;47.9285663
0087396275;Champagné;0.3352253;48.0197118
0087396226;Crissé;-0.0659101;48.1681334
0087396200;Domfront-en-Champagne;0.0262592;48.1076766
0087396028;Neuville-sur-Sarthe;0.1997294;48.0705577
0087394452;Brou;1.1606705;48.2157588
0087394403;La Taye;1.3734019;48.4077566
0087394254;La Loupe;1.0109416;48.4737398
0087394213;Saint-Aubin - Saint-Luperce;1.3318387;48.4476422
0087394155;Jouy;1.5573972;48.5102582
0087394015;Lucé;1.4529681;48.4366725
0087393843;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;2.04523;48.78657
0087393652;Petit Vaux;2.3339755;48.675859
0087393645;Gravigny Balizy;2.317846;48.6851718
0087393637;Chilly-Mazarin;2.3081837;48.7004413
0087393587;Tillières-sur-Avre;1.0545647;48.7608617
0087393512;Jouy-en-Josas;2.1635294;48.7650042
0087393421;Plaisir - Grignon;1.9432973;48.8316509
0087393348;Gazeran;1.7718857;48.6259183
0087393322;Pont du Garigliano - Hôpital Européen Georges Pompidou;2.2712276;48.839464
0087393272;Coignières;1.920809;48.7437672
0087393256;La Verrière;1.943674;48.7556954
0087387142;La Bonneville-sur-Iton;1.035014;48.9884615
0087387001;Évreux Normandie;1.149629;49.018748
0087386656;Vernouillet - Verneuil;1.9828731;48.9811884
0087386003;La Garenne-Colombes;2.2396414;48.9093952
0087382887;Viroflay Rive Droite;2.1683208;48.8056695
0087382457;Louveciennes;2.1230176;48.8610361
0087381905;Cergy Préfecture;2.07982;49.03639
0087381558;Juziers;1.84579;48.99244
0087381483;Maurecourt;2.05963;48.98712
0087381228;Chaumont-en-Vexin;1.87274;49.26139
0087381152;Boissy-l'Aillerie;2.02513;49.07598
0087381129;Clichy - Levallois;2.29820;48.89678
0087381095;Le Stade;2.26056;48.93093
0087381087;Colombes;2.25939;48.92383
0087353599;Saint-Martin du Touch;1.3718548;43.5997881
0087353581;Les Ramassiers;1.3528032;43.6024594
0087345447;Aubigny-au-Bac;3.158706;50.2685315
0087345272;Meurchin;2.8930903;50.4970516
0087345223;Leforest;3.05977;50.42780
0087343475;Lourches;3.3434016;50.3102834
0087343301;Wallers;3.3937454;50.384611
0087343210;Le Poirier Université;3.50273;50.33006
0087343160;Beuvrages;3.5061396;50.3894892
0087343103;Saint-Amand-les-Eaux;3.41952;50.44331
0087343004;Valenciennes;3.517115;50.363259
0087342550;Pernes - Camblain;2.4310823;50.4802048
0087342410;Cuinchy;2.7473533;50.5219693
0087342188;Maroeuil;2.6983279;50.322603
0087342113;Vitry-en-Artois;2.9820833;50.3276092
0087342006;Béthune;2.64055;50.52144
